"","GSM2577895","GSM2577932","GSM2577976","GSM2577988","GSM2578061","GSM2578072","GSM2578181","GSM2578228","GSM2578242","GSM2578442","GSM2578450","GSM2578593","GSM2578614","GSM2578635","GSM2578710","GSM2578752"
"HECTD2",5.367062,6.027221,5.316627,5.598789,5.801325,5.489012,4.937129,5.393107,6.026212,5.097735,5.948129,6.329011,6.166958,5.792532,5.545725,6.1175
"HECTD3",6.985971,6.635294,7.512186,6.821803,7.043689,6.832842,6.421707,7.507094,7.39553,6.802091,7.165796,7.072969,7.208158,7.13245,7.027978,7.403379
"HECW2",5.077014,4.844733,4.67587,5.083092,4.949849,4.707775,4.477735,4.583301,4.491328,4.4484,4.459298,5.264539,4.547868,4.40668,4.730788,4.824562
"HEG1",7.553863,7.067238,7.460582,7.037623,6.727781,7.134512,7.120868,7.535725,7.181925,7.083928,6.955697,6.996629,7.320013,7.022268,6.771785,7.505206
"HELB",4.880529,4.902367,4.918945,5.01701,5.058437,4.782142,5.207794,4.927516,4.948836,4.487618,5.029177,4.921155,4.805488,4.849824,5.633513,5.217816
"HELLS",5.153532,5.168114,4.892528,4.980249,4.977567,4.821753,4.773861,5.099671,5.043445,5.044199,4.683106,4.913128,4.82111,4.87874,4.734883,5.221451
"HELQ",6.662364,6.428755,6.336187,7.041681,6.812094,6.73192,6.360569,7.070291,6.294289,6.743385,6.900136,6.649791,6.656016,6.569668,6.844782,6.781003
"HELZ",7.848572,8.270877,8.25365,8.235476,8.358906,8.311809,8.286541,8.461954,8.260819,7.941217,8.28338,8.331462,8.137245,8.262413,7.86366,8.213228
"HEMGN",5.673502,6.537809,4.668812,5.918542,5.902318,5.885072,4.667241,5.09492,5.701597,4.938609,5.327561,4.933133,4.819229,5.427408,5.168987,5.419417
"HEMK1",5.931259,6.299887,6.103869,6.641436,5.885355,6.474468,6.618622,6.761475,6.229992,6.322182,6.275149,6.377265,6.444356,6.286944,6.545385,6.843444
"HERC1",9.002856,8.985573,9.135113,8.782149,8.952485,8.99036,8.591333,9.426931,9.270158,8.621338,8.764525,8.775404,9.080377,8.836407,8.886911,9.013447
"HERC2",6.651055,7.13589,6.842481,6.839593,6.948334,6.89033,6.711525,7.068942,6.809861,6.712753,7.6489,6.86265,7.013576,7.053788,7.240682,7.306675
"HERC2P2",4.76127,5.394861,5.085084,4.796523,5.14777,4.53195,5.400492,4.505607,4.938739,4.652167,4.869419,4.872719,5.001043,4.97658,4.777346,4.930594
"HERC3",6.292885,6.562362,6.456182,6.690557,6.459382,5.947627,6.007572,6.025714,6.318765,5.149452,6.285247,6.471207,6.249182,6.270943,5.718551,6.550232
"HERC4",6.502131,6.578542,6.24995,6.73151,6.836516,6.268256,5.865812,6.608656,5.9121,5.929029,6.214446,6.237837,5.993726,5.93832,6.194084,6.451245
"HERC5",9.291761,9.560492,9.471167,9.370007,9.735727,9.444181,9.317312,9.539938,9.131088,8.630434,9.452585,9.193178,9.116558,8.931983,9.170667,11.0617
"HERC6",7.595513,7.639635,7.87238,7.810475,7.780629,7.763904,7.062863,8.2033,7.751899,7.834555,7.930902,7.556784,7.912619,7.765064,7.832285,8.351145
"HERPUD1",10.17818,10.06772,9.655775,9.546914,9.955251,9.759898,10.12111,9.743707,10.23617,9.656832,9.76629,9.708063,10.11595,10.00759,9.755995,9.647292
"HERPUD2",7.855639,7.867827,8.016582,8.085716,7.417279,7.620311,8.088438,7.585382,7.623134,7.784054,8.031499,7.807079,7.936205,7.680662,7.424599,7.862145
"HES1",4.759089,4.696035,4.798906,4.943476,4.856102,4.476321,4.741036,5.114498,5.245987,4.557145,4.72433,5.03883,4.725414,4.893426,4.745062,4.684995
"HES4",9.553977,8.638702,8.719721,8.505793,6.935386,8.54954,7.39874,9.10644,7.954606,7.904927,8.211224,8.47288,8.692967,6.941344,6.441693,9.029193
"HES6",7.489708,7.49618,8.65054,7.423943,6.402139,6.787154,6.831857,6.815681,6.910987,6.906066,6.575399,6.734776,7.754855,6.470021,7.215153,6.559958
"HEXA",5.690921,5.006471,4.932119,4.691867,4.903863,5.228356,5.10251,4.469487,5.090641,5.014824,4.87765,5.009212,5.005522,4.628522,5.110315,4.858814
"HEXB",11.77008,11.64956,11.12004,11.29239,11.51625,11.59545,11.56925,10.89854,11.37975,11.54666,11.64218,11.28947,11.29664,11.25674,11.39671,11.33973
"HEXDC",8.466598,7.880435,8.127839,8.772247,7.968419,8.561076,8.226358,8.280961,8.765412,8.804863,8.22277,8.378986,8.342096,8.258455,8.55256,8.325733
"HEXIM1",5.7231,5.80891,5.483001,5.200994,5.531315,5.459474,5.324671,5.469244,5.676034,5.815572,5.510027,5.724981,5.362695,5.641085,5.535063,5.324671
"HEXIM2",6.387038,5.36488,5.590299,6.12731,6.757667,5.600097,5.835439,5.576763,4.838913,5.412395,5.884648,5.585409,5.756346,6.447892,5.980986,5.828383
"HEY1",5.220294,4.74599,4.802413,4.809938,4.911348,4.62343,4.705351,4.693405,4.554093,4.669071,4.756033,4.929852,4.636979,4.571121,4.815032,4.927607
"HFE",4.79254,5.108108,5.500286,4.77275,5.004577,4.920375,4.833989,5.130572,5.343118,4.860143,4.927061,4.894926,5.121592,4.634138,4.936613,4.533871
"HFE2",4.802915,4.627222,4.984889,4.609293,4.660832,4.579832,4.701663,4.558674,4.951312,4.563252,4.438213,4.454403,4.449793,4.685217,5.011929,4.609381
"HGD",5.448444,5.391941,4.928475,5.664723,6.303922,5.777483,5.694688,4.849764,5.307512,6.150032,5.843554,4.809472,5.004113,5.672897,5.397483,5.610359
"HGF",4.707614,5.258572,4.700132,5.094083,4.491663,5.076549,5.018222,4.51586,4.506228,4.607473,4.976855,4.688981,4.953512,4.9949,4.920868,5.211386
"HGS",10.38667,10.20706,10.3571,10.17027,9.932924,10.28876,9.95088,10.15041,10.31184,10.11483,10.27501,10.22342,10.16867,10.13773,10.29133,10.29214
"HGSNAT",5.392553,5.343248,4.810212,4.952751,4.867115,4.84467,5.28172,4.720944,5.845589,4.843223,4.91239,4.921839,5.044457,5.03347,4.852999,4.973013
"HHAT",4.44601,4.54727,4.425997,4.487589,4.591913,4.484586,4.620307,4.664158,4.509525,4.43827,5.011029,4.797814,4.668821,4.506771,4.431131,4.618066
"HHATL",4.687448,4.452675,4.72836,5.859584,5.45901,4.533273,4.916041,4.61113,4.448667,5.003645,4.514991,4.870322,4.878573,4.465014,5.082023,4.556943
"HHEX",9.411066,9.437936,8.945297,9.700764,9.623036,9.890335,9.364074,8.627793,8.508753,9.076453,9.017332,9.049825,9.03949,8.859201,9.424762,9.337652
"HHLA3",4.882869,4.885117,4.795322,4.954022,4.959325,5.24181,4.888481,4.752492,4.992702,5.049807,4.934807,4.8769,4.951297,5.204454,4.918238,4.894811
"HIAT1",6.97248,7.742913,6.978174,7.437849,7.547073,7.276695,7.894549,6.748018,7.421917,7.223091,7.608475,7.138506,7.45161,7.582793,7.071939,7.346196
"HIATL1",7.393059,7.202807,7.208102,6.951824,7.131877,7.429665,7.771436,6.881838,7.261247,6.903852,7.490151,7.408585,7.458019,7.211615,7.00885,7.067671
"HIATL2",10.41322,11.35954,10.91155,11.71701,11.18989,11.73048,10.81048,11.68679,10.89618,11.35496,12.08285,12.22481,11.63683,11.52139,10.98907,11.77606
"HIBADH",8.7844,7.879659,8.006053,7.952336,8.051019,8.316681,8.44214,8.406416,8.477967,8.452233,8.200527,8.084666,8.607847,8.287769,8.340432,7.993793
"HIBCH",7.38407,7.391186,7.342297,7.700565,7.835682,7.349314,7.159858,7.99989,7.299983,7.827776,7.483935,8.094051,7.522315,7.88123,7.656289,7.415273
"HIC1",4.781201,4.947503,4.821037,4.682211,5.142296,4.688782,4.734791,4.675979,5.086158,5.91537,5.180982,4.518386,4.780612,4.85833,5.147676,4.948782
"HIC2",7.009566,6.516396,6.747853,6.752575,6.964657,7.309456,7.299616,6.703985,7.122918,7.655549,6.984983,6.734474,7.255033,6.874714,6.930822,6.602486
"HIF1A",7.555745,9.027748,6.284214,7.395363,6.941556,8.366543,8.61559,6.062238,7.864802,7.725191,8.051018,7.760072,7.78295,7.396785,7.840029,7.605329
"HIF1AN",7.133139,6.926863,6.775266,6.832842,6.877958,6.685527,6.532346,6.94951,6.856836,6.871721,6.657905,6.728106,6.468257,6.080542,6.619821,6.692127
"HIF3A",4.896109,5.292033,4.575604,5.172815,5.952231,4.562448,4.533669,5.194173,4.631957,4.528033,4.740544,4.851208,4.77171,4.801702,4.756788,4.623273
"HIGD1A",9.544363,9.735817,9.476957,9.803316,9.505041,9.603683,9.725274,9.694908,9.263981,9.721559,9.486908,9.563793,9.419573,9.33507,9.553749,9.694772
"HIGD2A",12.14317,11.86685,11.93348,11.68863,11.77606,11.98853,11.91594,11.9552,12.01578,11.81072,11.74387,11.46508,12.00898,11.67561,12.03407,11.44434
"HINFP",5.864578,5.695305,5.985672,5.772018,6.276547,6.0416,5.76327,6.099721,5.512772,5.750752,5.737629,5.723363,6.001703,5.806024,5.911176,5.736286
"HINT1",12.07121,11.94018,12.08052,12.10201,12.19175,12.06636,11.90953,12.54928,12.29653,12.00898,12.22986,11.74387,12.32019,12.39377,12.37446,12.1601
"HINT2",9.049825,8.392751,8.955751,8.835955,8.95057,9.05184,9.210576,9.260698,9.173228,9.048853,8.731326,8.947205,9.019783,9.067671,9.096428,8.763595
"HINT3",6.05477,6.464309,7.098166,6.045295,6.65448,6.473586,6.370224,6.847346,5.964618,5.795747,7.037307,6.805882,6.559937,5.95722,6.101146,7.092985
"HIP1",6.077417,6.338452,5.380379,5.253693,5.818236,5.263282,5.82952,5.438537,5.427947,4.792902,5.561371,7.040683,5.41873,5.247316,6.609665,5.931012
"HIP1R",4.972974,4.907137,4.59568,5.114273,4.746329,5.803961,4.966963,5.145902,5.225499,4.895247,5.075354,4.856561,5.537167,5.429239,5.375316,5.34207
"HIP2",8.22515,8.134495,7.748904,8.191399,8.001847,8.141902,8.130204,7.467365,7.680612,7.757105,7.971471,7.852725,7.501957,7.699114,7.661438,7.852344
"HIPK1",5.156402,4.589833,4.641372,4.88826,5.067535,4.577104,4.777969,4.65631,4.555047,4.744008,4.858552,5.12226,4.65446,4.714626,4.807464,4.752391
"HIPK2",8.65888,8.192628,8.26401,7.838348,8.348261,8.427579,8.328579,7.982992,7.827776,7.813875,8.394012,8.737131,8.043968,7.533176,7.830785,8.212027
"HIPK3",4.829131,5.522482,4.57913,4.873298,5.133055,4.999431,4.684322,4.566642,4.421421,4.583169,4.780612,4.699672,4.984356,4.518736,4.814519,4.787811
"HIRA",4.539042,4.881386,5.135127,5.6401,5.730773,5.1077,4.877217,4.800948,4.783568,4.819306,4.876911,5.460883,4.934895,4.445963,4.488578,4.684658
"HIRIP3",8.320033,7.776857,8.830536,7.76584,8.231936,7.786288,7.754482,8.074097,8.092479,7.852725,7.694264,8.110194,7.974523,8.185438,8.529902,8.243548
"HISPPD2A",6.025456,5.592858,6.123852,5.732042,5.98618,6.019871,6.758921,5.77318,6.495319,6.210047,6.123055,6.053699,6.039421,6.371199,6.19073,5.824756
"HIST1H1A",6.267858,5.69133,5.877166,5.505291,5.562963,5.825676,5.694372,6.115393,5.207441,5.014565,5.063051,5.25921,5.847204,5.735817,5.656824,5.472396
"HIST1H1C",9.095171,9.51497,8.519299,9.030685,9.453718,9.143293,9.281162,8.119985,9.068667,9.652757,9.28384,10.10151,8.560636,9.412723,10.02077,9.06471
"HIST1H1D",5.638755,4.594093,4.81305,5.559806,5.652515,5.595096,4.430761,5.151604,5.28772,4.449778,4.844733,5.579299,5.108843,5.690311,4.732495,5.276588
"HIST1H1E",5.312258,4.539267,5.050925,4.798078,4.690892,5.518969,4.440601,4.869589,4.41996,5.266362,4.687932,4.585619,6.03028,6.333875,4.803827,4.713697
"HIST1H2AC",9.504558,9.53932,8.020765,9.207041,10.49757,9.337652,8.834136,7.571134,8.177477,9.226131,10.03729,9.542216,8.586546,10.02223,9.82925,9.754202
"HIST1H2AD",5.726613,5.054337,4.70433,5.122176,5.534394,5.34272,4.620667,4.788518,4.964039,4.447444,5.38919,4.955493,4.35722,4.656629,5.217302,5.477375
"HIST1H2AE",5.801533,5.221886,4.567023,4.782236,7.084255,5.216138,5.118756,5.201188,4.826093,5.596368,5.613924,4.946269,5.242388,5.903971,6.263088,4.699079
"HIST1H2AG",5.209061,5.145269,4.951638,4.81227,5.926506,5.041624,5.154664,5.039181,5.479065,4.876318,5.429805,4.750656,4.981756,5.339424,5.333608,4.822725
"HIST1H2AM",5.035142,4.914268,5.084383,4.699294,5.582883,5.009308,4.89955,5.164497,4.801952,4.690857,5.278105,4.799155,4.80589,5.593416,4.921204,4.879597
"HIST1H2BC",5.324156,6.526311,4.878122,6.415558,7.270076,5.943759,6.573597,4.737214,4.844461,6.333579,6.511565,6.811777,5.426902,5.385816,6.712753,6.49085
"HIST1H2BD",7.183679,6.882004,7.318207,6.463768,8.322899,7.118032,6.610639,7.040404,6.436857,7.283383,7.55914,6.274264,6.68092,7.108653,7.374545,7.86103
"HIST1H2BE",5.142212,5.933677,4.8338,5.806922,6.124128,5.242388,5.448656,4.669493,4.610862,6.589511,5.744222,5.939922,4.892655,4.860348,6.331843,6.100445
"HIST1H2BG",5.95055,5.663118,4.699461,6.275734,6.859761,6.160039,5.073912,4.923294,4.91126,4.856102,6.505233,5.534222,5.070797,6.484869,5.86607,5.205928
"HIST1H2BH",6.358547,5.4284,5.111947,5.75016,7.814265,5.848568,5.794526,4.989825,5.437304,6.468547,6.475673,5.736454,4.976005,6.488741,5.965947,6.138926
"HIST1H2BJ",7.194309,6.553902,5.075201,5.903742,7.693516,6.452922,6.586462,5.394035,5.891267,6.975696,7.6533,5.451126,6.22917,7.450788,6.857497,6.471804
"HIST1H2BK",10.2286,9.899613,9.759292,9.633989,10.54189,10.12174,9.562259,9.418717,9.457755,9.923331,10.03008,9.48912,9.334351,10.16057,10.29851,9.886233
"HIST1H2BN",4.551213,4.61507,4.560281,4.79882,5.140899,5.073323,4.79163,4.732734,4.825139,5.093312,4.944957,4.808638,4.703346,5.181172,4.583612,4.79307
"HIST1H2BO",4.702741,4.65326,4.520152,4.666279,4.979847,4.693322,4.591063,5.014951,4.53829,4.983592,5.060809,4.620945,4.83611,5.191615,4.5168,4.676886
"HIST1H3D",4.749494,4.858408,5.282886,4.958956,5.331338,5.512924,4.940443,4.94527,4.714151,4.54303,5.119683,4.815756,4.651912,4.992161,5.423177,5.425722
"HIST1H3E",6.06323,5.580727,6.110401,5.744009,5.535569,5.823839,6.279087,6.473573,6.344708,5.420787,4.809187,5.645728,6.010552,5.816668,5.907743,5.755475
"HIST1H3F",7.404853,7.185363,5.892415,6.165101,9.325312,7.370269,7.621975,6.345292,6.793555,7.467727,7.920301,6.863305,6.393166,8.033513,7.673653,6.870105
"HIST1H3H",8.129021,7.416019,5.3089,6.219378,9.769632,7.968419,7.315098,6.489946,6.636808,7.757871,8.391922,6.159225,6.939016,8.345791,7.639272,7.241386
"HIST1H4C",12.19175,12.08285,12.89659,12.2223,12.67846,11.62406,11.99322,12.96328,12.17943,11.56395,12.68187,12.97821,12.71193,13.0919,11.63495,13.01243
"HIST1H4E",5.795524,5.055551,5.092674,5.148921,5.659161,5.087627,4.822952,4.898717,4.501724,4.849159,5.159893,5.031512,5.246983,5.765797,5.263964,5.140327
"HIST1H4H",5.96841,5.539025,4.648601,5.558195,7.459121,6.276573,6.013561,5.509447,4.777969,5.317118,6.45558,6.218262,5.354603,6.437841,6.978341,5.526731
"HIST1H4J",5.040556,4.873919,5.344939,5.222204,5.2461,5.382891,5.389901,5.43715,4.886577,5.125028,5.42974,5.115786,5.593968,5.722279,6.053699,4.859095
"HIST1H4K",6.876038,5.935813,6.546906,6.522072,6.824387,6.885776,6.63373,7.237893,7.168886,6.384754,7.007919,6.906066,6.766628,7.206422,6.836423,6.293725
"HIST2H2AA3",9.973652,10.28166,9.653534,9.431602,10.12216,9.857206,10.26695,8.64178,9.964767,10.38238,10.3876,10.51429,9.541519,9.838263,10.50373,10.0963
"HIST2H2AA4",10.38937,10.30506,9.94584,9.523087,10.25758,9.98722,10.3571,8.842887,10.008,10.51388,10.41138,10.59023,9.484187,9.846911,10.97917,10.52261
"HIST2H2AB",5.143341,5.896196,4.853615,5.27196,4.983883,5.515271,5.568526,4.565753,5.094168,6.033828,5.698568,5.731403,4.834825,5.169048,5.80266,5.645728
"HIST2H2AC",9.95454,10.03804,9.764475,9.068667,9.651519,9.468314,9.852348,8.65888,9.650929,10.04257,10.11716,10.31617,9.641202,9.778879,10.6576,10.20371
"HIST2H2BE",9.217366,8.618318,7.687254,8.037757,10.00951,8.711223,8.371561,7.346845,8.373213,8.89486,9.551089,8.459419,8.272111,8.936248,9.163574,8.917858
"HIST2H2BF",5.087859,5.536096,5.406857,4.657952,5.122176,4.73814,4.637329,5.001361,5.741909,4.969091,4.77287,6.166958,4.68665,5.314123,5.489677,5.356959
"HIST2H3A",5.423621,5.397531,4.633777,4.889856,4.943049,4.440243,6.06323,4.763324,4.67444,4.635049,4.516316,5.140025,5.22463,5.359354,4.710876,4.873531
"HIST2H3C",5.731612,4.721504,4.70027,4.603197,6.977025,5.203299,4.72915,4.396065,4.952116,4.53597,5.639908,4.45977,4.401197,5.391179,5.334547,4.880768
"HIST2H3D",4.793891,4.965849,5.064307,4.646903,5.36461,4.786035,5.186054,5.31812,4.943735,4.78868,5.032713,4.84727,5.543823,5.439308,5.031174,4.701096
"HIST2H4A",6.582773,6.168822,6.069157,5.435924,7.157474,6.611197,6.510642,5.721855,6.921566,6.720285,6.232774,6.242531,5.999668,6.93343,6.471804,6.124128
"HIST2H4B",7.338773,6.39579,6.802755,5.85587,6.504936,6.86007,7.026613,6.170157,6.846736,7.615009,6.562362,6.667388,6.608108,6.690239,6.878944,6.057054
"HIST3H3",6.101224,6.22835,6.516093,5.301454,5.020647,5.520317,5.526219,5.284653,5.450818,4.868027,5.145285,5.580897,5.929559,6.210852,5.843359,5.610701
"HIT-40",4.791169,4.517608,5.261017,4.994213,4.801365,4.843529,4.705315,4.683049,5.181934,5.00489,5.631048,5.013468,4.713389,4.793135,4.676466,4.838913
"HIVEP1",6.037125,6.064528,5.534394,6.132833,6.277693,6.200784,6.466202,6.714003,6.739866,6.296793,6.318485,6.288359,6.678627,6.731606,6.139451,6.087622
"HIVEP2",6.113575,6.652004,7.223554,7.387605,6.949667,6.478668,7.54777,6.297632,7.054456,7.666939,7.039664,6.72464,6.124926,6.588304,7.32887,7.07917
"HIVEP3",4.889281,5.512924,5.120021,5.011158,5.557835,5.043647,5.102431,4.991385,5.992376,5.57282,4.757295,4.774033,4.964835,5.933915,5.319626,5.248849
"HJURP",5.49536,4.690845,4.616263,4.698009,4.743675,4.682638,4.796159,5.139143,4.525287,4.485482,4.808777,5.613363,4.749835,4.658534,4.487765,4.934589
"HK1",9.108036,9.415565,9.058978,8.604073,8.847459,8.989629,9.328669,8.472445,8.998112,8.691,9.058462,8.84288,8.825993,8.479575,8.582765,8.842609
"HK2",7.878975,8.264749,7.531385,8.378126,8.216943,7.954231,8.925298,6.97106,7.275375,8.127046,7.691592,7.863468,7.108935,7.178642,7.830232,7.990345
"HK3",10.32314,9.933601,9.470581,9.930056,8.807186,10.10301,10.09928,8.728258,10.00432,10.27501,9.30348,9.287573,9.753572,8.991781,10.05242,9.317312
"HKDC1",5.165325,4.748697,5.262836,6.108569,5.813793,5.52419,4.92264,6.576939,4.964348,5.707391,5.391179,4.770283,5.482349,5.421985,4.618728,5.244555
"HKR1",5.166358,5.322509,5.962529,5.770148,5.442678,6.061924,5.137824,5.864221,6.018601,5.769713,5.881582,5.709641,6.15516,6.347915,5.568344,5.921626
"HLA-A",14.34364,14.69468,14.30271,14.68688,14.21348,14.51957,14.19943,14.27283,14.22017,14.45543,14.20315,14.13313,14.58676,14.41648,14.46878,14.10998
"HLA-A29.1",6.082898,11.52307,11.98182,11.57785,12.18174,11.43468,10.74734,11.88182,6.234695,11.90741,11.45386,11.55017,11.24958,12.30701,11.43149,5.488355
"HLA-B",14.23402,13.97111,14.16349,13.7861,13.41305,13.8984,13.85347,13.75104,13.74665,13.43714,13.5619,13.38468,14.08545,13.77753,13.59548,13.97111
"HLA-C",7.457002,7.789578,7.671355,9.13484,5.301967,8.712008,9.003845,7.24067,7.455997,9.46446,7.078232,7.438777,9.488114,7.122307,8.748504,8.902325
"HLA-DMA",13.14172,12.29653,12.722,11.93577,12.17196,12.40481,12.61266,11.81281,12.94799,12.34702,12.33342,12.59618,12.72867,12.93335,12.36081,12.43548
"HLA-DMB",12.92607,12.02245,12.49776,12.61892,12.27051,12.93335,12.94447,11.70944,12.85956,12.60599,12.14068,12.62228,12.91502,12.63207,12.52484,12.57426
"HLA-DOA",7.754482,7.805193,7.508186,8.446807,8.232332,8.411468,8.095207,8.170751,8.580542,8.163992,7.565553,7.941217,8.198539,9.020786,9.046383,8.038162
"HLA-DOB",7.74632,7.630088,7.331345,7.78892,7.778778,8.529902,8.220368,7.299983,8.996558,8.712538,7.129733,7.842112,8.134895,9.463195,9.014917,8.985573
"HLA-DPA1",13.14951,12.29377,12.8778,12.8929,12.08757,12.94799,12.72867,12.73889,12.89659,12.64536,12.05936,12.7632,13.03473,12.66505,12.82329,12.74247
"HLA-DPB1",8.623011,8.166791,8.198539,7.86441,7.31049,8.912666,8.185042,7.651141,8.112545,7.846635,7.147167,8.407254,8.563718,7.911457,7.734796,7.868961
"HLA-DQA1",11.80235,10.78479,11.89451,11.10449,11.16004,11.56753,11.53152,11.04373,11.13317,11.38438,10.40953,11.75384,11.50806,10.81604,11.58657,10.54512
"HLA-DQB1",8.493453,9.346724,9.584615,9.249148,8.486357,9.726799,9.897374,9.101516,7.986862,8.295921,8.847096,9.033606,9.874132,8.832782,9.895949,8.818355
"HLA-DRA",14.15211,13.85207,13.70755,13.99342,13.42305,14.02873,14.11003,13.50702,14.09491,13.77715,13.48639,14.01124,14.26984,13.96392,13.87252,13.929
"HLA-DRB1",12.26797,7.509641,7.175024,6.494111,11.152,6.969675,6.973033,5.76407,12.00672,9.982225,6.937664,11.8169,6.321909,12.59309,6.608419,11.51128
"HLA-DRB3",11.31134,10.59825,10.10005,10.37494,10.31533,10.8856,10.8785,11.56572,12.23995,11.9552,10.14095,10.76054,10.90688,11.20358,10.59122,11.94018
"HLA-DRB4",11.67498,11.28406,11.74782,11.44602,10.79029,11.79472,11.96581,10.5072,9.95917,11.39546,10.81276,11.42069,11.72182,9.062695,11.53887,9.133766
"HLA-DRB5",6.269542,5.060669,6.258365,5.316503,5.263621,5.66786,5.444509,4.993004,12.19175,5.176389,5.134107,11.63495,5.70592,12.04537,4.786484,11.75187
"HLA-DRB6",10.19648,9.462025,9.49811,10.77966,9.504524,11.27378,11.43138,10.3659,11.3505,9.955158,9.055322,11.11006,11.00225,10.8674,11.07177,11.16346
"HLA-E",13.34969,13.27944,13.15322,13.23281,12.93335,13.06511,12.74608,13.36525,13.07267,12.55558,13.20666,13.17624,13.15706,12.87061,12.75625,13.41711
"HLA-F",12.35763,11.94878,12.26803,11.93808,11.74825,12.12527,11.83501,12.17697,12.11012,11.90029,11.58507,11.71264,12.04193,11.97794,11.73422,12.12078
"HLA-G",9.585761,10.1647,10.00061,10.22509,9.842736,10.21676,10.08386,9.553411,10.37677,10.66999,9.714618,9.718422,9.821146,9.441315,10.21349,9.974117
"HLA-H",11.97128,12.87335,13.10628,12.72915,12.85032,12.7696,12.75177,12.80406,12.80251,13.15197,12.53314,12.59142,12.88498,12.82846,12.71246,12.62972
"HLCS",5.474001,5.625879,5.283948,5.325055,5.730981,4.752046,4.887284,5.879499,5.558552,5.200694,5.474153,4.583693,6.060376,5.924031,5.21306,5.507448
"HLF",4.477133,4.762581,4.534364,4.464712,4.981237,4.58307,4.899713,4.718072,4.564405,4.558957,4.980432,4.533677,4.857757,5.038493,4.499281,4.793564
"HLTF",5.859359,5.966515,6.053412,5.937864,6.176953,5.766422,5.738585,6.174836,5.883453,5.554832,5.770646,5.799073,5.761817,5.868071,5.769347,5.625491
"HLX",7.941327,9.133132,6.910945,7.118075,7.267523,7.739526,7.939211,6.04412,7.209968,7.312843,8.507949,7.613131,7.38816,6.650208,8.181209,7.478964
"HM13",6.053145,6.137637,6.45249,5.942373,6.207919,5.860001,5.889664,5.945302,5.744658,5.450546,6.684065,6.312349,5.952204,5.977825,5.884465,6.370737
"HMBOX1",7.338041,7.566678,7.581746,7.49258,7.388324,7.376985,7.709526,7.252577,7.679913,7.422168,7.624614,7.796968,7.760509,7.292256,7.359258,7.708783
"HMBS",6.204979,6.502354,6.257107,5.886721,6.354424,6.487368,6.048667,5.888185,6.293578,5.794134,6.26563,6.302089,6.110289,6.347868,6.370573,6.125833
"HMG20A",6.750054,6.869786,7.20678,6.380711,7.049077,7.059492,6.672368,7.060166,7.005561,6.674888,6.655428,6.709021,7.016542,6.907684,6.881538,6.364267
"HMG20B",8.608263,8.923436,8.907947,8.876279,9.216324,8.961959,9.046383,8.228007,9.017836,8.740272,8.466598,8.515897,8.473296,8.373213,8.606974,8.556835
"HMGA1",5.745802,5.476741,5.458776,5.427281,5.618758,5.590024,5.553877,5.5723,5.898626,5.513334,5.460182,5.537677,6.144578,5.555941,5.971315,5.497393
"HMGA2",4.603948,4.497009,4.941846,4.698698,4.57939,5.27915,4.666452,4.722272,4.764857,5.66707,4.637698,4.540099,4.631862,4.903401,4.519515,4.517798
"HMGB1",7.233422,7.6356,7.052403,7.965041,7.499953,7.559134,7.721925,7.616125,7.156089,8.107169,7.806733,7.545457,7.217903,7.674653,7.716821,7.243712
"HMGB1L1",8.678445,9.954452,9.456309,9.45088,10.12428,9.060252,9.534472,8.551792,9.232078,9.11901,9.817126,9.871319,9.455838,9.351279,9.256525,10.08049
"HMGB2",10.40448,10.43112,9.973385,10.45283,10.28353,10.57015,10.99747,10.1213,10.08835,10.88334,10.39111,10.686,10.47239,10.28385,10.67895,10.29873
"HMGB3",4.808022,5.335445,5.103155,4.858613,5.090109,4.956609,4.662842,4.510064,4.751592,4.872979,4.858024,4.735656,4.930441,5.126122,5.116326,5.261917
"HMGB3L1",4.687358,4.43181,4.48164,5.299955,4.722045,4.94034,4.728967,5.106972,4.658992,4.707188,4.870551,5.037348,4.696855,4.534379,4.697546,5.36951
"HMGCL",6.884789,6.044269,6.376112,6.829598,7.022268,6.518503,6.288065,6.023934,5.837896,6.689322,6.242241,6.542341,6.216629,6.206229,6.549303,6.189648
"HMGCR",8.403079,8.633047,9.082355,8.679623,9.338182,8.091688,8.717009,8.390676,8.658458,8.278558,8.512957,8.420541,8.142692,8.231936,8.337965,7.958826
"HMGCS1",8.200916,8.147007,8.584432,8.223174,8.479191,8.33103,8.292253,8.354848,8.641296,8.564119,8.139166,8.047515,8.211224,8.401429,8.398553,8.054082
"HMGN1",11.32002,11.20758,11.37561,11.37733,11.49963,11.42613,11.24619,11.33395,11.39665,11.33456,11.26211,11.19277,11.59175,11.82977,11.60422,11.43018
"HMGN2",8.986406,9.001444,9.098863,8.600673,8.491539,8.678551,9.070868,8.768818,9.489789,8.883043,8.802472,8.789462,9.069634,8.996946,9.081818,8.967681
"HMGN3",5.652055,5.492891,5.010813,5.764369,5.447216,5.686428,5.826885,5.187866,5.455514,6.556126,5.249149,5.90536,5.139123,5.373976,5.375806,5.135727
"HMGN4",10.64307,10.78142,10.66676,10.91392,10.8004,10.62364,10.79595,10.80605,10.75167,10.36605,10.87272,10.79595,10.81383,10.90089,10.78586,11.00144
"HMGXB4",5.957283,5.71147,5.877133,5.593342,5.679103,5.958976,5.978072,5.57664,5.736186,5.594333,5.401359,5.712563,5.7387,5.646096,5.591533,5.724544
