"","GSM2577895","GSM2577932","GSM2577976","GSM2577988","GSM2578061","GSM2578072","GSM2578181","GSM2578228","GSM2578242","GSM2578442","GSM2578450","GSM2578593","GSM2578614","GSM2578635","GSM2578710","GSM2578752"
"LOC441378",4.878292,5.148126,5.042273,5.191122,4.75185,4.682276,5.27093,5.229095,4.600298,4.863085,4.609417,4.672582,4.950987,4.519089,4.624159,4.551429
"LOC441408",6.094132,6.498046,6.253056,6.261149,6.090713,6.628812,6.916945,6.869786,6.731606,6.752261,5.962289,6.672057,6.405079,6.656973,6.747542,6.310328
"LOC441416",4.753905,4.728122,4.956437,4.679835,4.963426,4.58572,4.819482,4.877692,5.109907,4.747412,5.349563,5.073689,4.50715,4.976178,4.945691,4.679857
"LOC441426",5.41652,5.20754,5.417867,5.204718,5.227399,5.435924,4.564405,4.994913,5.185764,4.956609,5.212134,5.477216,5.928815,5.260793,5.655554,5.798473
"LOC441454",6.68711,6.093621,6.962996,6.417029,7.197754,6.28751,6.292317,6.707112,6.418782,5.914402,7.298217,7.231278,6.873709,7.12699,6.078451,7.020579
"LOC441455",7.80706,8.402279,7.490426,7.472772,7.566309,7.497257,7.428235,7.369899,8.273746,6.916625,7.112387,7.016205,7.357137,7.414925,6.811449,7.052783
"LOC441461",4.756875,4.654889,4.681428,5.466227,5.125532,4.976408,4.862148,5.208666,4.845666,5.043167,4.975776,4.486222,5.345205,5.156402,5.443732,4.958461
"LOC441481",7.464196,7.369338,7.344646,6.831533,7.47913,7.450924,7.866334,6.539647,7.450863,7.182016,7.064376,6.733388,6.850975,7.336314,7.79322,6.8416
"LOC441484",7.107602,7.282016,6.861678,6.98761,7.114816,7.18088,7.224229,6.583397,6.594099,7.20157,6.808577,7.046715,6.970686,7.235798,7.10967,6.97436
"LOC441487",4.734628,4.826714,5.17215,4.791954,4.765933,5.011158,4.779541,5.557399,4.914934,4.985183,4.435248,4.726162,4.482028,4.646943,4.577389,4.884547
"LOC441506",11.01519,11.02779,11.54954,11.17019,11.40408,11.21922,11.33613,11.31885,11.76933,11.74495,11.10511,10.75153,11.53821,11.63537,11.98082,11.13144
"LOC441511",5.14308,6.202162,5.204109,5.531488,5.637213,5.021761,5.157955,5.354855,5.302305,4.926311,5.149011,5.183376,5.307679,5.456675,5.253266,5.404986
"LOC441528",5.23252,4.61181,4.731542,4.936406,4.859014,4.506581,4.425334,4.947555,4.607296,5.136082,5.337254,4.588062,4.800867,4.635451,4.575668,4.707701
"LOC441533",5.816435,5.627987,4.798906,6.390236,5.058656,5.246212,6.573285,6.865283,5.366926,5.936552,5.888677,5.98618,5.811583,6.0422,6.2213,5.249398
"LOC441550",7.770602,8.078801,8.376474,8.526515,8.450592,8.388961,8.516757,8.357681,8.563273,9.191126,8.493881,8.061478,8.420967,8.475853,8.759973,7.894398
"LOC441554",4.444177,4.655354,4.67232,4.604333,4.724563,4.792019,4.633449,5.058909,4.648956,4.563001,4.716339,4.523921,4.654255,4.497023,4.800562,4.822482
"LOC441632",4.615124,5.084156,4.796925,4.749693,4.969493,4.591456,4.891202,5.2715,5.270006,4.891963,4.790685,5.395717,4.699055,4.51993,4.745706,4.612852
"LOC441642",8.813129,9.063223,9.121561,9.338182,9.126067,9.097991,9.294963,8.797132,9.234481,9.516133,9.35217,8.864714,9.059302,9.400113,9.359182,8.975891
"LOC441662",4.767078,4.866399,4.774251,4.542574,4.978787,4.928269,5.117576,4.833876,5.383723,4.778408,4.668024,4.795545,4.755371,5.138614,4.876866,5.331734
"LOC441666",4.772416,5.482674,4.611793,4.961933,4.675146,5.352332,4.780579,4.778564,5.301575,4.451084,5.020583,5.062689,5.100596,5.401799,5.127588,5.158875
"LOC441698",5.93463,4.61847,5.536096,5.186631,4.724435,4.803523,4.929936,4.725062,5.042273,4.939181,4.944902,4.79596,4.865357,4.829911,4.465254,5.209369
"LOC441711",5.174031,4.922896,5.480405,4.642698,5.436542,4.591609,5.228356,4.904855,5.001485,4.426397,5.369233,5.471153,4.855299,5.05974,4.913497,4.959671
"LOC441714",5.706268,5.857381,6.01327,5.31347,5.562972,5.344763,5.468785,5.596906,5.568192,4.645544,5.501431,5.680555,5.639108,5.430467,5.606333,5.350621
"LOC441728",4.781909,4.593941,4.644158,5.263173,4.656361,4.784363,4.902345,4.629915,4.569755,4.774219,4.651159,4.563192,4.546461,4.575765,4.759765,4.550796
"LOC441743",9.482512,9.801203,9.401722,9.530653,9.864576,10.18987,9.977799,9.690169,10.23924,10.79482,9.655254,9.569286,9.502248,9.787402,10.64104,9.385334
"LOC441763",8.051759,8.435114,8.736269,8.129824,8.84569,6.627878,10.80148,9.680711,7.944262,7.051764,8.794887,8.180302,8.174308,8.717009,7.443606,8.099106
"LOC441773",4.701821,4.844653,5.267843,4.988812,4.622956,4.608543,4.864324,5.154364,4.548548,4.725587,5.481052,5.273113,5.611849,5.719595,4.978787,5.648835
"LOC441775",14.02049,13.72477,14.06866,13.74212,13.98939,13.90301,14.13702,14.03834,14.09759,14.09347,13.96657,13.72925,14.32348,14.11774,14.07287,13.91216
"LOC441782",4.484593,4.729124,4.703527,5.273464,4.539326,4.797024,4.87806,4.687998,4.545913,4.74537,4.440114,4.703056,5.166358,4.678854,4.710827,5.03158
"LOC441864",4.749008,4.578219,5.418289,5.12118,4.82046,5.054194,5.421385,4.787682,4.684726,4.858004,4.676202,4.717509,4.961328,4.882788,4.599399,5.076941
"LOC441876",14.58676,14.57868,14.51363,14.63325,14.42422,14.43191,14.61298,14.61769,14.67134,14.67134,14.48226,14.47684,14.70376,14.60362,14.78308,14.42153
"LOC441896",7.331705,7.150824,6.905499,7.572982,6.99201,7.448566,7.625518,7.426708,7.416215,7.554996,7.282529,7.329786,7.501248,7.829118,7.537105,7.038422
"LOC441907",6.251657,5.652136,6.371199,6.052654,6.558458,5.770579,6.598728,6.668621,6.526311,6.607801,6.357081,6.248055,6.436681,6.553294,6.787774,6.095687
"LOC441920",4.485305,4.553959,4.579357,4.688827,4.773789,4.627807,4.669708,4.898906,4.776256,4.798753,4.963367,4.954562,4.791072,4.971507,4.57247,4.66014
"LOC442049",4.685944,4.702481,4.550519,4.679189,4.722503,4.71551,4.638159,5.012764,4.855139,4.65019,4.923092,4.414337,5.422581,4.782584,4.730468,4.594283
"LOC442057",4.774528,5.006535,5.251718,5.196133,4.851704,4.640813,5.251718,5.925937,4.828214,5.872282,5.081718,5.167004,5.636225,5.042967,4.747023,5.439771
"LOC442064",5.849243,4.941689,4.961111,5.730981,4.943157,5.922327,5.094647,6.057317,5.053256,6.057827,5.450051,5.213579,5.436542,5.086504,5.183853,5.308536
"LOC442075",4.707726,4.679555,4.87916,4.594912,4.497442,5.342328,4.903353,5.32671,4.790195,5.792532,5.025252,5.002716,5.300709,5.311388,4.951204,4.935203
"LOC442113",5.024349,4.486005,4.628834,4.839864,5.037619,5.319246,4.793742,4.593688,4.846055,4.542559,4.670802,4.956218,4.933711,4.464758,4.955939,5.283238
"LOC442124",4.79778,5.226423,4.637442,4.841865,5.622826,4.616481,5.138,4.830716,4.677371,4.640658,4.674706,4.898671,4.625545,4.871989,4.63553,4.48354
"LOC442132",4.938378,4.673522,5.065331,4.881866,4.561915,4.575377,5.2221,4.972798,4.988812,4.840363,4.823973,4.779511,4.71508,4.869033,4.680039,5.519312
"LOC442142",5.268511,4.702601,5.356428,4.965288,4.677103,4.617867,5.004577,4.81284,5.339986,6.060888,5.363503,4.752535,4.714475,4.769049,5.019669,4.839944
"LOC442153",6.173937,5.802423,5.919918,5.611849,5.251606,5.708632,6.083168,5.395717,5.151958,5.833619,5.183085,5.444822,4.855657,5.88417,5.748673,5.050786
"LOC442160",4.750144,5.103236,4.800126,4.893859,4.826971,5.089881,5.816435,5.558195,4.689468,4.676489,4.649401,4.864035,5.821371,4.60212,5.196729,4.823644
"LOC442162",6.339587,5.778194,6.235255,6.488427,6.047569,6.333579,6.356788,6.942699,6.46292,6.603429,6.163785,6.842481,6.545981,6.963645,7.051764,6.54055
"LOC442180",5.590483,5.048284,5.652326,5.078219,5.00433,5.667656,5.558736,4.898216,5.849707,5.390671,5.452837,5.479294,4.99228,4.829651,4.521822,4.944794
"LOC442181",5.9962,5.501303,5.818902,5.753784,5.8454,5.786901,5.902543,5.803548,6.021894,6.873382,5.589742,5.978039,6.187747,6.456474,6.236399,5.893603
"LOC442211",4.523749,4.842828,4.795729,4.765033,5.082705,5.21812,4.983708,4.764619,4.545294,4.570967,4.722941,4.605138,4.8555,4.988339,5.201188,4.764707
"LOC442232",7.515923,7.552028,7.64023,7.398889,7.85954,7.818697,7.782674,7.336732,7.805929,8.118063,7.207752,7.226899,7.885922,8.172164,8.279772,7.382369
"LOC442261",4.612097,4.752707,4.667065,4.4951,4.987748,5.034938,4.526869,4.548123,4.968502,5.443575,5.012252,4.713052,4.628157,5.342074,5.096934,4.549095
"LOC442270",7.997634,8.361759,8.286948,9.108469,8.59866,8.483849,8.692502,9.232415,8.560636,9.293867,8.803005,8.624721,8.829161,8.646972,8.775404,8.511284
"LOC442329",4.644337,4.87808,4.805824,4.640105,4.867024,5.035961,4.869926,4.726605,4.886404,4.481014,4.578073,4.727045,5.338805,4.940134,4.901444,4.650674
"LOC442366",5.185574,5.255152,4.78916,4.870551,4.960168,5.562265,4.806947,4.826131,4.835882,5.234646,4.65627,4.970508,5.472396,5.644579,5.447346,5.078297
"LOC442421",5.804216,4.946537,5.408333,4.988339,5.240764,4.858167,5.08408,4.716253,5.558374,4.854188,5.716461,4.428842,5.149811,4.658346,4.485189,4.618544
"LOC442442",6.175288,5.99137,6.794193,5.634861,6.345593,6.420832,6.875043,6.940021,6.315665,6.835143,6.034078,6.291181,6.265351,6.801142,6.867843,6.13414
"LOC442448",4.696902,5.014694,4.689722,5.041997,4.77353,4.93448,4.861529,4.617207,5.500114,4.740077,4.697535,5.119935,5.626853,4.843724,4.699981,4.852522
